index,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
RAB7A,ENSG00000075785,840,True,1.0116106,2.988218,0.861437
GP9,ENSG00000169704,16,True,0.16928867,3.9340768,4.3142843
ISY1,ENSG00000240682,214,True,0.36433953,3.972565,2.2701018
ACPP,ENSG00000014257,12,True,0.023213625,2.191169,0.8729613
NPHP3,ENSG00000113971,55,True,0.124395534,3.656822,3.7668521
UBA5,ENSG00000081307,110,True,0.21425961,3.643773,3.7410874
CDV3,ENSG00000091527,273,True,0.43714052,3.545888,1.7232825
RAB6B,ENSG00000154917,5,True,0.013991346,2.4161491,1.3171782
ANAPC13,ENSG00000129055,272,True,0.50446653,5.1491237,3.777952
NMNAT3,ENSG00000163864,16,True,0.045283966,3.404965,3.2695675
RNF7,ENSG00000114125,673,True,0.84001595,2.8873997,0.78939056
U2SURP,ENSG00000163714,231,True,0.39097804,3.140242,1.2034162
GYG1,ENSG00000163754,310,True,0.5096844,4.2108526,2.5754857
SIAH2,ENSG00000181788,326,True,0.5341612,3.8757613,2.1460404
GPR171,ENSG00000174946,135,True,0.27307263,3.377059,3.214468
MBNL1-AS1,ENSG00000229619,29,True,0.05837313,2.334973,1.1568984
LINC00886,ENSG00000240875,7,True,0.07130845,4.9503675,6.320922
MFSD1,ENSG00000118855,163,True,0.26801142,2.3262415,1.1396581
SPTSSB,ENSG00000196542,15,True,0.033873018,2.1398005,0.7715357
RPL22L1,ENSG00000163584,537,True,0.73232126,2.7339163,0.5720611
TNFSF10,ENSG00000121858,577,True,0.8607078,2.933824,0.77665675
ZMAT3,ENSG00000172667,70,True,0.12901148,2.3216755,1.1306428
RP11-145M9.4,ENSG00000269728,12,True,0.01866577,2.2931352,1.0742906
ACTL6A,ENSG00000136518,116,True,0.22745264,3.772316,3.994892
TTC14,ENSG00000163728,213,True,0.38214976,3.1469874,1.2120609
LAMP3,ENSG00000078081,13,True,0.06913494,4.6025453,5.634156
KLHL6,ENSG00000172578,57,True,0.09493224,2.8802688,2.2335696
KLHL24,ENSG00000114796,114,True,0.20197175,3.040946,2.5508223
YEATS2,ENSG00000163872,34,True,0.06555925,2.100875,0.69467807
PARL,ENSG00000175193,349,True,0.50835,3.1019497,1.1543416
SENP2,ENSG00000163904,40,True,0.07803061,2.4188278,1.3224672
RPL39L,ENSG00000163923,50,True,0.1050925,2.8705645,2.2144086
RP11-211G3.2,ENSG00000223401,3,True,0.029826859,4.111796,4.6651855
IL1RAP,ENSG00000196083,16,True,0.040744994,2.8506522,2.1750925
FAM43A,ENSG00000185112,53,True,0.09749142,2.1354175,0.7628814
PPP1R2,ENSG00000184203,754,True,0.980974,3.6405332,1.8781563
PCYT1A,ENSG00000161217,81,True,0.15609924,3.3987815,3.2573586
RNF168,ENSG00000163961,87,True,0.19216664,4.047866,4.5389576
PIGX,ENSG00000163964,145,True,0.25802734,3.9658015,4.3769236
ZNF718,ENSG00000250312,18,True,0.04337452,2.151,0.7936487
PDE6B,ENSG00000133256,43,True,0.12349449,4.3582106,5.1517243
IDUA,ENSG00000127415,18,True,0.08097533,4.73386,5.8934336
SPON2,ENSG00000159674,216,True,0.6083291,2.8571882,0.7466118
MAEA,ENSG00000090316,204,True,0.41616094,4.8825707,3.436344
SLBP,ENSG00000163950,300,True,0.46110076,3.0357223,1.069466
ZFYVE28,ENSG00000159733,64,True,0.11096349,2.1811302,0.8531399
ADD1,ENSG00000087274,252,True,0.41524208,2.9414196,0.94860995
MFSD10,ENSG00000109736,248,True,0.42530668,3.3477607,1.4693671
LYAR,ENSG00000145220,499,True,0.8966039,3.7510815,2.0504603
STX18,ENSG00000168818,128,True,0.26644638,3.952339,4.3503423
JAKMIP1,ENSG00000152969,34,True,0.06681861,2.5297177,1.5414162
AC093323.3,ENSG00000170846,100,True,0.19208731,2.221599,0.9330446
S100P,ENSG00000163993,9,True,0.02334651,2.0988836,0.69074637
GRPEL1,ENSG00000109519,244,True,0.43158162,4.548639,3.0083845
FGFBP2,ENSG00000137441,296,True,1.1238738,3.7312849,2.0196047
MED28,ENSG00000118579,458,True,0.6350285,2.8759165,0.7731306
DHX15,ENSG00000109606,136,True,0.23482995,3.1607227,2.787318
ANAPC4,ENSG00000053900,83,True,0.13552213,2.4467797,1.3776575
RBPJ,ENSG00000168214,234,True,0.3818274,3.720849,1.9475085
PGM2,ENSG00000169299,77,True,0.12553385,2.650422,1.7797437
RFC1,ENSG00000035928,144,True,0.25177732,3.4857466,3.4290686
SMIM14,ENSG00000163683,275,True,0.4679163,3.1747189,1.2476008
UBE2K,ENSG00000078140,189,True,0.32256246,3.439931,1.5874904
COMMD8,ENSG00000169019,326,True,0.47551978,2.6566608,0.5836697
OCIAD1,ENSG00000109180,523,True,0.7136278,2.721852,0.55497843
CHIC2,ENSG00000109220,195,True,0.31499964,3.0519125,1.0902151
TMEM165,ENSG00000134851,402,True,0.6068079,3.5920548,1.7871684
PAICS,ENSG00000128050,79,True,0.15562603,3.4670527,3.392158
SRP72,ENSG00000174780,443,True,0.59295213,2.7486408,0.5929107
HOPX,ENSG00000171476,403,True,0.855837,2.9617565,0.8201931
IGFBP7,ENSG00000163453,228,True,0.5274523,4.0597796,2.381874
YTHDC1,ENSG00000083896,170,True,0.29157063,3.448951,1.5990504
IGJ,ENSG00000132465,72,True,0.33795023,5.0567365,3.6595507
GRSF1,ENSG00000132463,340,True,0.47987488,2.6857507,0.6209507
IL8,ENSG00000169429,204,True,0.5719265,3.1793606,1.2028015
PF4,ENSG00000163737,43,True,0.6414294,5.1726613,4.0252757
PPBP,ENSG00000163736,79,True,1.2550297,6.2860007,5.518036
CXCL3,ENSG00000163734,8,True,0.02068428,2.296488,1.0809108
CXCL2,ENSG00000081041,47,True,0.100512005,2.1260767,0.7444383
EREG,ENSG00000124882,44,True,0.087296344,2.015422,0.5259539
RCHY1,ENSG00000163743,116,True,0.21538654,3.6332066,3.7202244
SDAD1,ENSG00000198301,165,True,0.26252818,2.5758796,1.6325616
CXCL10,ENSG00000169245,12,True,0.04030436,3.6710265,3.7948985
NUP54,ENSG00000138750,122,True,0.22596508,2.97153,2.4137623
SEPT11,ENSG00000138758,85,True,0.18776472,3.9943795,4.43335
MRPL1,ENSG00000169288,133,True,0.2464494,3.3469865,3.1550908
ANTXR2,ENSG00000163297,85,True,0.14372925,2.126747,0.7457616
SEC31A,ENSG00000138674,174,True,0.2794939,2.9543042,2.3797505
COPS4,ENSG00000138663,225,True,0.3609463,3.4945314,1.6574651
HELQ,ENSG00000163312,87,True,0.18120775,3.9103067,4.2673507
ARHGAP24,ENSG00000138639,86,True,0.25472978,4.811377,6.046489
SNCA,ENSG00000145335,58,True,0.116620645,2.4598365,1.4034377
DNAJB14,ENSG00000164031,122,True,0.20984827,2.5607567,1.6027018
MANBA,ENSG00000109323,80,True,0.13202138,2.081946,0.6573033
UBE2D3,ENSG00000109332,1526,True,1.6707186,2.822783,0.54044485
PPA2,ENSG00000138777,240,True,0.39165393,3.4554515,1.6073812
INTS12,ENSG00000138785,99,True,0.27252406,4.318442,5.073202
TBCK,ENSG00000145348,38,True,0.10993284,4.1977553,4.83491
OSTC,ENSG00000198856,506,True,0.68572307,2.7597458,0.60863525
PLA2G12A,ENSG00000123739,120,True,0.23191187,2.7100663,1.8975096
SNHG8,ENSG00000269893,678,True,0.8958347,2.8652308,0.66974515
C4orf3,ENSG00000164096,997,True,1.2695266,5.496204,4.348996
SPRY1,ENSG00000164056,19,True,0.042237855,2.0296817,0.55410904
PGRMC2,ENSG00000164040,120,True,0.20028478,2.5684438,1.6178797
C4orf33,ENSG00000151470,53,True,0.12288424,3.847249,4.142845
RP11-102N12.3,ENSG00000273472,27,True,0.053979237,2.0377567,0.5700529
ZNF330,ENSG00000109445,154,True,0.23788582,2.4393485,1.3629847
USP38,ENSG00000170185,60,True,0.16555023,4.8614664,6.145389
LSM6,ENSG00000164167,446,True,0.6463606,3.307896,1.384805
LRBA,ENSG00000198589,147,True,0.2360868,2.1571827,0.8058562
RP11-18H21.1,ENSG00000245954,112,True,0.19399837,2.0153713,0.52585363
PLRG1,ENSG00000171566,189,True,0.32613313,3.7826004,2.0266476
PALLD,ENSG00000129116,11,True,0.024186071,2.1531565,0.79790664
RWDD4,ENSG00000182552,158,True,0.25935718,2.3369062,1.1607152
RP11-701P16.5,ENSG00000251230,8,True,0.024874222,3.3506067,3.1622386
KIAA1430,ENSG00000164323,120,True,0.20987329,2.426946,1.3384962
MARCH6,ENSG00000145495,148,True,0.23265325,2.1101055,0.7129037
C5orf42,ENSG00000197603,8,True,0.015777465,2.0049388,0.505255
FYB,ENSG00000082074,990,True,1.2688849,3.509178,1.4078448
FBXO4,ENSG00000151876,90,True,0.1595655,2.7617745,1.999606
NNT-AS1,ENSG00000248092,65,True,0.14489844,3.4135718,3.2865615
EMB,ENSG00000170571,278,True,0.4773691,3.4024847,1.5395001
MOCS2,ENSG00000164172,94,True,0.2828486,5.2266984,3.8773699
GZMK,ENSG00000113088,319,True,1.0002123,3.3144598,1.3699278
GZMA,ENSG00000145649,541,True,1.3754772,3.1449256,0.8686866
ZSWIM6,ENSG00000130449,19,True,0.03591966,2.3420963,1.170963
DIMT1,ENSG00000086189,185,True,0.32554817,3.4372687,1.5840787
CWC27,ENSG00000153015,187,True,0.33522403,3.943936,2.2334118
TRIM23,ENSG00000113595,25,True,0.053462125,2.9244351,2.3207748
PIK3R1,ENSG00000145675,162,True,0.2829027,3.2107184,1.2937369
NAIP,ENSG00000249437,24,True,0.051154476,2.0027277,0.50088924
GTF2H2,ENSG00000145736,48,True,0.08462435,2.0236242,0.54214865
NSA2,ENSG00000164346,602,True,0.82596064,3.448898,1.5844612
CTD-2015H6.3,ENSG00000249042,7,True,0.016169168,2.1109538,0.71457857
ZCCHC9,ENSG00000131732,156,True,0.2732245,3.085977,2.6397347
ARRDC3,ENSG00000113369,121,True,0.21408793,2.180452,0.85180104
RIOK2,ENSG00000058729,116,True,0.25829822,4.093263,4.628593
DCP2,ENSG00000172795,167,True,0.2814377,3.529513,1.7022966
AP3S1,ENSG00000177879,427,True,0.584679,2.685826,0.50396633
COMMD10,ENSG00000145781,145,True,0.2571804,3.0842397,2.6363044
CEP120,ENSG00000168944,55,True,0.10400956,2.5009937,1.4847015
ISOC1,ENSG00000066583,106,True,0.2157139,3.7894914,4.0288043
HINT1,ENSG00000169567,1725,True,1.919604,3.0519137,0.6194129
SLC22A4,ENSG00000197208,8,True,0.027852768,3.5749419,3.6051822
C5orf56,ENSG00000197536,337,True,0.5511827,2.9327743,0.93753034
KIF3A,ENSG00000131437,59,True,0.10961861,2.1492252,0.79014444
C5orf15,ENSG00000113583,152,True,0.26394156,2.9565005,2.384087
CTB-113I20.2,ENSG00000271737,12,True,0.12936035,5.6545005,7.7112126
PPP2CA,ENSG00000113575,402,True,0.58511007,3.2254858,1.2681139
DDX46,ENSG00000145833,436,True,0.6404936,3.77965,2.0527992
H2AFY,ENSG00000113648,798,True,1.1131628,3.597956,1.8117939
KDM3B,ENSG00000120733,70,True,0.11743257,2.4075477,1.300195
MZB1,ENSG00000170476,74,True,0.16499384,2.2676902,1.0240502
UBE2D2,ENSG00000131508,1133,True,1.3303784,3.0074475,0.6651946
PURA,ENSG00000185129,44,True,0.12924385,4.4764953,5.3852744
HBEGF,ENSG00000113070,35,True,0.06912327,2.6684785,1.8153955
ANKHD1,ENSG00000131503,62,True,0.09939826,2.1590724,0.8095874
SRA1,ENSG00000213523,285,True,0.46363252,4.206461,2.5698574
NDUFA2,ENSG00000131495,695,True,0.93788695,4.41224,3.0809631
WDR55,ENSG00000120314,106,True,0.21077468,3.387464,3.2350125
DIAPH1,ENSG00000131504,240,True,0.38180453,2.899929,0.89543664
RNF14,ENSG00000013561,80,True,0.19705564,4.6966667,5.819997
NR3C1,ENSG00000113580,286,True,0.4822211,3.9234724,2.207186
YIPF5,ENSG00000145817,170,True,0.26051274,2.0848088,0.66295606
PRELID2,ENSG00000186314,11,True,0.024151986,2.4168527,1.3185674
LARS,ENSG00000133706,155,True,0.26725933,3.3378248,3.1370013
CSNK1A1,ENSG00000113712,422,True,0.5852074,2.8760343,0.77329737
CCDC69,ENSG00000198624,333,True,0.49084103,2.7724926,0.7321171
SPARC,ENSG00000113140,36,True,0.20174684,3.7204642,3.892512
FAXDC2,ENSG00000170271,8,True,0.03737046,2.914342,2.300846
HAVCR2,ENSG00000135077,125,True,0.24440181,2.7581282,1.9924064
MED7,ENSG00000155868,67,True,0.11712507,2.2033982,0.89710754
UBLCP1,ENSG00000164332,106,True,0.19918673,2.825144,2.1247272
TTC1,ENSG00000113312,329,True,0.5311157,4.3315434,2.7301602
CCNG1,ENSG00000113328,443,True,0.64298934,3.4320512,1.5606064
RARS,ENSG00000113643,128,True,0.22130337,3.5450244,3.5461109
ATP6V0E1,ENSG00000113732,1515,True,1.6823609,3.3859246,1.5908587
UIMC1,ENSG00000087206,113,True,0.21959037,3.4945853,3.4465203
LMAN2,ENSG00000169223,698,True,0.89387953,3.0651019,0.98127055
RGS14,ENSG00000169220,289,True,0.4382113,2.868904,0.8556758
DOK3,ENSG00000146094,78,True,0.27789533,5.838389,8.074296
SCGB3A1,ENSG00000161055,140,True,0.24269883,2.1788042,0.8485472
RP11-532F6.3,ENSG00000272463,13,True,0.027472328,2.293844,1.0756902
SERPINB1,ENSG00000021355,977,True,1.2429478,3.5641158,1.4891626
LYRM4,ENSG00000214113,347,True,0.5667363,3.754632,2.0173743
F13A1,ENSG00000124491,35,True,0.09981976,2.8205893,2.115734
RIOK1,ENSG00000124784,97,True,0.20001169,3.9432368,4.3323703
TMEM14C,ENSG00000111843,410,True,0.5773997,3.1453254,1.1546084
TMEM14B,ENSG00000137210,642,True,0.8360889,2.8146033,0.6863124
PHACTR1,ENSG00000112137,124,True,0.21890901,2.9720752,2.4148388
NOL7,ENSG00000225921,608,True,0.78448606,2.792489,0.654999
MCUR1,ENSG00000050393,139,True,0.21905518,2.0642247,0.6223133
JARID2,ENSG00000008083,95,True,0.16435662,2.7285178,1.9339414
GMPR,ENSG00000137198,54,True,0.12867895,3.535647,3.5275955
ACOT13,ENSG00000112304,76,True,0.16326998,3.4048848,3.2694092
RP11-367G6.3,ENSG00000272053,26,True,0.07422261,2.6802795,1.8386962
HIST1H2AC,ENSG00000180573,97,True,0.37236282,4.174857,2.5293548
BTN3A2,ENSG00000186470,583,True,0.8331293,3.6314557,1.8429592
BTN3A1,ENSG00000026950,157,True,0.30949783,3.587462,1.7765627
ABT1,ENSG00000146109,317,True,0.4882363,2.9645128,0.9782057
HIST1H2BJ,ENSG00000124635,15,True,0.060051985,3.1415498,2.7494617
HIST1H2AH,ENSG00000184825,6,True,0.014148072,2.0665407,0.6268862
HIST1H1B,ENSG00000184357,9,True,0.07812726,5.129892,6.675388
FLOT1,ENSG00000137312,309,True,0.4814834,2.6983225,0.63706243
IER3,ENSG00000137331,87,True,0.15723604,2.0235643,0.5420305
XXbac-BPG299F13.17,ENSG00000272501,345,True,0.54237545,3.0522501,1.0906478
NFKBIL1,ENSG00000204498,99,True,0.20346849,4.2945423,5.0260134
LTB,ENSG00000227507,1893,True,2.8943424,3.5959682,2.0126767
LST1,ENSG00000204482,959,True,2.1728194,3.612328,1.498348
NCR3,ENSG00000204475,258,True,0.5246811,2.602859,0.5147186
AIF1,ENSG00000204472,1008,True,2.2064023,3.483442,1.2675923
CSNK2B,ENSG00000204435,917,True,1.110802,3.0202181,0.91131335
LY6G5B,ENSG00000240053,5,True,0.012598409,2.400934,1.2871363
LY6G6F,ENSG00000204424,8,True,0.03831508,2.7713037,2.018421
C6orf25,ENSG00000204420,19,True,0.04339284,2.2630942,1.0149755
EHMT2,ENSG00000204371,93,True,0.15071692,2.0920541,0.6772617
PPT2-EGFL8,ENSG00000258388,3,True,0.055272933,4.8590503,6.1406183
AGPAT1,ENSG00000204310,87,True,0.2073612,4.5265937,5.4841924
HLA-DRB1,ENSG00000196126,1235,True,2.342993,3.2716384,0.82090956
HLA-DQA1,ENSG00000196735,586,True,1.3611236,3.228798,0.99283254
HLA-DQB1,ENSG00000179344,645,True,1.3310026,3.0517313,0.7307426
HLA-DOB,ENSG00000241106,125,True,0.25922886,2.094484,0.6820596
PSMB8,ENSG00000204264,1238,True,1.4442388,3.072544,1.006318
HLA-DMB,ENSG00000242574,482,True,0.8122974,2.928667,0.8478244
HLA-DMA,ENSG00000204257,708,True,1.2310213,3.200751,0.95131826
HLA-DPA1,ENSG00000231389,1326,True,2.3678975,3.4654043,1.1700784
HLA-DPB1,ENSG00000223865,1388,True,2.506983,3.7160835,1.621806
RGL2,ENSG00000237441,104,True,0.19607651,2.8068192,2.0885453
TAPBP,ENSG00000231925,702,True,0.92070997,2.8221962,0.6026701
DEF6,ENSG00000023892,422,True,0.58156073,2.9120927,0.82435536
FKBP5,ENSG00000096060,217,True,0.40992135,4.1694036,2.5223656
STK38,ENSG00000112079,232,True,0.4390717,3.7955413,2.0432324
SRSF3,ENSG00000112081,1277,True,1.4498547,2.9649272,0.8055829
OARD1,ENSG00000124596,223,True,0.37741858,2.7416847,0.69263434
TREML1,ENSG00000161911,17,True,0.13299283,3.8732345,4.194153
RPL7L1,ENSG00000146223,294,True,0.48402527,3.264002,1.3620241
PTCRA,ENSG00000171611,20,True,0.14373907,3.8803978,4.2082963
CNPY3,ENSG00000137161,750,True,1.0000217,2.9267845,0.7656847
KLC4,ENSG00000137171,27,True,0.043467116,2.077641,0.6488034
CRIP3,ENSG00000146215,7,True,0.01286466,2.0801704,0.65379757
ABCC10,ENSG00000124574,30,True,0.10621814,4.69439,5.815501
YIPF3,ENSG00000137207,269,True,0.38616565,2.6555338,0.5822254
GTPBP2,ENSG00000172432,23,True,0.050233476,2.0509834,0.59616876
RSPH9,ENSG00000172426,6,True,0.017409293,2.4798648,1.4429832
MRPS18A,ENSG00000096080,167,True,0.26697713,2.437233,1.3588077
PLA2G7,ENSG00000146070,42,True,0.08709065,3.1646688,2.7951095
CD2AP,ENSG00000198087,56,True,0.11695105,3.140668,2.7477205
MCM3,ENSG00000112118,143,True,0.25873908,2.9403465,2.3521912
PHF3,ENSG00000118482,200,True,0.33090922,2.7485893,0.70148313
SH3BGRL2,ENSG00000198478,9,True,0.020807477,2.0748124,0.6432184
ELOVL4,ENSG00000118402,21,True,0.034236427,2.0555713,0.6052274
SNX14,ENSG00000135317,121,True,0.20336486,2.788598,2.0525682
SLC35A1,ENSG00000164414,79,True,0.1255376,2.013004,0.52117956
PNRC1,ENSG00000146278,1504,True,1.711885,3.5255156,1.4543836
LYRM2,ENSG00000083099,176,True,0.3003019,3.5414112,1.7175452
MAP3K7,ENSG00000135341,89,True,0.1629171,3.396932,3.2537065
MANEA-AS1,ENSG00000261366,15,True,0.029613923,2.0047395,0.5048614
NDUFAF4,ENSG00000123545,183,True,0.30041835,2.7668579,0.7248957
SNX3,ENSG00000112335,1246,True,1.4442072,2.8878002,0.66171986
CDC40,ENSG00000168438,237,True,0.43077806,4.088611,2.4188237
CDK19,ENSG00000155111,52,True,0.11510997,2.931139,2.3340113
HDAC2,ENSG00000196591,224,True,0.352397,3.1643748,1.2343441
ZUFSP,ENSG00000153975,54,True,0.10353778,2.3276367,1.1424129
CEP85L,ENSG00000111860,71,True,0.137239,2.745992,1.9684436
SMPDL3A,ENSG00000172594,39,True,0.054134525,2.2273574,0.9444142
ECHDC1,ENSG00000093144,290,True,0.51070434,4.1820955,2.5386312
ARHGAP18,ENSG00000146376,41,True,0.07749724,2.2632375,1.0152584
SAMD3,ENSG00000164483,316,True,0.5545902,3.1507163,1.2168397
LINC01013,ENSG00000228495,10,True,0.026347153,2.174208,0.83947206
TBPL1,ENSG00000028839,185,True,0.3423225,4.17488,2.5293841
SGK1,ENSG00000118515,114,True,0.19116226,2.4128158,1.3105967
RP3-325F22.5,ENSG00000272189,12,True,0.039235465,3.6512716,3.755893
ABRACL,ENSG00000146386,757,True,0.98667073,2.8206992,0.6003368
LTV1,ENSG00000135521,153,True,0.26007506,3.222099,2.908504
SF3B5,ENSG00000169976,1055,True,1.3769251,4.486395,2.8542995
STX11,ENSG00000135604,357,True,0.5753919,3.2587352,1.3151942
RP11-545I5.3,ENSG00000235652,6,True,0.04166021,4.376935,5.1886954
PPIL4,ENSG00000131013,94,True,0.17705575,2.9307637,2.3332703
GINM1,ENSG00000055211,156,True,0.25277796,2.5638895,1.6088874
PCMT1,ENSG00000120265,609,True,0.78968614,3.4291134,1.5564464
TMEM242,ENSG00000215712,204,True,0.34192175,3.321629,1.4358774
SNX9,ENSG00000130340,116,True,0.18868038,2.2948909,1.0777572
SERAC1,ENSG00000122335,10,True,0.020416131,2.0711837,0.63605356
DYNLT1,ENSG00000146425,515,True,0.73902404,3.0724752,1.0514538
RP1-111C20.4,ENSG00000271913,11,True,0.018727299,2.1625688,0.81649095
WTAP,ENSG00000146457,490,True,0.6745205,3.1881263,1.2152135
ACAT2,ENSG00000120437,171,True,0.28675926,3.1189625,1.1761448
TCP1,ENSG00000120438,458,True,0.64335674,2.916487,0.8305776
AC147651.3,ENSG00000223855,13,True,0.04243858,2.6024487,1.6850215
NUDT1,ENSG00000106268,268,True,0.41979533,3.3978486,1.5335587
BRAT1,ENSG00000106009,79,True,0.14504756,2.5478656,1.5772488
IQCE,ENSG00000106012,13,True,0.034119394,2.822717,2.119935
TNRC18,ENSG00000182095,31,True,0.047947202,2.0210526,0.53707117
DAGLB,ENSG00000164535,42,True,0.09704915,2.7979672,2.0710673
C7orf26,ENSG00000146576,140,True,0.24673328,2.898515,2.269596
PHF14,ENSG00000106443,287,True,0.5277439,4.166968,2.519244
ARL4A,ENSG00000122644,414,True,0.6224826,3.3206642,1.4028845
HDAC9,ENSG00000048052,44,True,0.10982115,4.0404615,4.524338
IL6,ENSG00000136244,24,True,0.054335788,2.0640635,0.6219951
NUPL2,ENSG00000136243,163,True,0.2602949,2.098769,0.6905199
AC005082.12,ENSG00000226816,20,True,0.0671106,4.2077465,4.854637
SKAP2,ENSG00000005020,166,True,0.27118394,2.854512,2.1827135
JAZF1,ENSG00000153814,61,True,0.12825903,3.295638,3.0537047
CHN2,ENSG00000106069,40,True,0.0858846,3.1988277,2.8625553
GARS,ENSG00000106105,169,True,0.2700397,3.011959,2.4935884
NT5C3A,ENSG00000122643,252,True,0.47403324,3.9940357,2.2976182
HERPUD2,ENSG00000122557,231,True,0.3838291,3.294735,1.4014107
STK17A,ENSG00000164543,850,True,1.2113297,3.275238,1.0615722
BLVRA,ENSG00000106605,497,True,0.7559231,3.8720217,2.183596
URGCP,ENSG00000106608,65,True,0.13070437,2.8042753,2.0835226
UBE2D4,ENSG00000078967,66,True,0.2597063,5.779663,7.9583426
LINC00957,ENSG00000235314,5,True,0.01421745,2.3668563,1.219851
AEBP1,ENSG00000106624,9,True,0.050041966,4.425775,5.2851286
POLD2,ENSG00000106628,169,True,0.25930077,2.4799967,1.4432435
DDX56,ENSG00000136271,135,True,0.29475194,4.6937003,3.194292
CCM2,ENSG00000136280,374,True,0.533678,2.607833,0.521093
CCT6A,ENSG00000146731,443,True,0.59526354,2.6885355,0.5078028
ERV3-1,ENSG00000213462,126,True,0.26092553,3.4573004,3.3729024
ZNF92,ENSG00000146757,120,True,0.25699586,3.792605,4.0349517
GUSB,ENSG00000169919,239,True,0.4028167,3.3458555,1.4669255
RP11-792A8.4,ENSG00000272831,106,True,0.19505644,2.9975932,2.4652233
LAT2,ENSG00000086730,249,True,0.45732245,3.4834528,1.643267
RFC2,ENSG00000049541,120,True,0.18857634,2.3299665,1.1470132
YWHAG,ENSG00000170027,51,True,0.07598736,2.2410555,0.97146076
FGL2,ENSG00000127951,339,True,0.5758108,4.390825,2.9182107
TMEM60,ENSG00000135211,165,True,0.2835667,2.8207338,0.79394186
ABCB1,ENSG00000085563,29,True,0.055648893,2.08287,0.6591279
RBM48,ENSG00000127993,67,True,0.12021507,2.0650077,0.6238592
SAMD9L,ENSG00000177409,267,True,0.41685876,3.6904988,1.9086124
GNG11,ENSG00000127920,39,True,0.43970773,4.8045173,3.3363123
BET1,ENSG00000105829,115,True,0.23133758,4.040672,4.524753
ARPC1B,ENSG00000130429,2004,True,2.327635,3.1908205,0.6752745
LRCH4,ENSG00000077454,353,True,0.5130078,3.1887896,1.2656336
ALKBH4,ENSG00000160993,80,True,0.13329194,2.0447686,0.5838977
DNAJC2,ENSG00000105821,243,True,0.43836564,4.020433,2.3314483
CTB-152G17.6,ENSG00000272918,8,True,0.065422766,4.738062,5.90173
PRKAR2B,ENSG00000005249,8,True,0.015314419,2.1453981,0.78258795
HBP1,ENSG00000105856,193,True,0.4173478,4.257448,2.6352015
PNPLA8,ENSG00000135241,120,True,0.18801147,2.1766748,0.84434295
CAPZA2,ENSG00000198898,565,True,0.7533918,3.1332955,1.1375742
SND1,ENSG00000197157,252,True,0.3754674,2.6596065,0.5874448
ATP6V1F,ENSG00000128524,1001,True,1.211832,3.4387395,1.3035835
TSPAN33,ENSG00000158457,20,True,0.036174342,2.0643086,0.622479
RP11-138A9.2,ENSG00000273319,49,True,0.09460027,2.1101167,0.7129258
MKLN1,ENSG00000128585,90,True,0.15165877,2.6811416,1.8403986
EXOC4,ENSG00000131558,135,True,0.22781488,2.5157576,1.5138524
TMEM140,ENSG00000146859,81,True,0.2326748,4.6851068,5.7971716
WDR91,ENSG00000105875,29,True,0.05928615,2.0880377,0.66933143
MRPS33,ENSG00000090263,268,True,0.47409534,4.5650043,3.0293581
RP5-894A10.2,ENSG00000244701,12,True,0.023362042,2.03867,0.5718563
SSBP1,ENSG00000106028,654,True,0.8750418,3.3834028,1.4773846
ZYX,ENSG00000159840,403,True,0.56121856,3.0159523,1.0441294
ZNF212,ENSG00000170260,25,True,0.053264048,2.0427523,0.57991654
ZNF467,ENSG00000181444,95,True,0.16438362,3.08443,2.6366801
ATP6V0E2,ENSG00000171130,233,True,0.3796221,3.0282614,1.0599045
GIMAP7,ENSG00000179144,1444,True,1.8088626,4.4436836,3.0731347
GIMAP4,ENSG00000133574,1232,True,1.4687276,2.864595,0.6184356
GIMAP2,ENSG00000106560,523,True,0.72879285,3.0784104,1.059858
GIMAP5,ENSG00000196329,761,True,1.1241093,3.8027298,2.1309612
CHPF2,ENSG00000033100,61,True,0.15487014,4.1705704,4.7812343
SMARCD3,ENSG00000082014,67,True,0.15901257,4.0605345,4.563971
LINC01003,ENSG00000261455,137,True,0.24201414,2.3553445,1.1971213
RP11-5C23.1,ENSG00000272760,12,True,0.028509645,2.1812572,0.85339075
PAXIP1-AS1,ENSG00000273344,104,True,0.2055488,3.2430775,2.9499252
PTPRN2,ENSG00000155093,79,True,0.14380129,2.4516706,1.3873144
GTPBP6,ENSG00000178605,198,True,0.31989944,2.9702132,0.9855111
ARSD,ENSG00000006756,29,True,0.069274664,3.2434642,2.9506888
RP11-706O15.1,ENSG00000205664,28,True,0.09288624,4.068856,4.5804014
HCCS,ENSG00000004961,110,True,0.19208407,3.4819858,3.421643
ARHGAP6,ENSG00000047648,5,True,0.018452995,2.4743555,1.4321051
PRPS2,ENSG00000101911,125,True,0.25939876,4.3065023,5.049628
RAB9A,ENSG00000123595,216,True,0.38900042,4.1109586,2.4474638
REPS2,ENSG00000169891,9,True,0.01837408,2.713241,1.9037781
SH3KBP1,ENSG00000147010,437,True,0.68845946,3.8640509,2.1723094
SMS,ENSG00000102172,451,True,0.59046894,2.7391596,0.57948554
PRDX4,ENSG00000123131,236,True,0.34760335,3.4453406,1.5944234
SAT1,ENSG00000130066,1587,True,2.4395738,3.4214666,1.0909021
ZFX,ENSG00000005889,44,True,0.07975015,2.827525,2.1294281
MID1IP1,ENSG00000165175,341,True,0.51916075,3.460505,1.6138576
