X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
-1.0548224,-7.713143,-1.4321429,7.082851,0.5560228,0.90258896,-1.7625337,0.093802035,0.41879508,-0.2500326,1.3068737,0.6029571,2.0784273,0.5461808,2.64729,1.1008576,0.05142739,0.47835416,-1.0841271,-3.7431717e-05,0.7531457,-2.1957846,-1.7755363,-1.3076609,-1.0808834,-1.1146214,3.4901602,0.7118582,-0.98280466,0.7157166,1.417958,-3.3106108,1.4729782,-1.515708,-0.28231886,-1.0646003,1.6341126,0.45100248,-0.6957117,-0.57309973,2.409303,-1.0758076,0.32930955,2.4175253,0.5173168,-0.8933196,1.3739423,-4.2047067,-1.1486944,-0.14401874,1.307521285439319,10.219958844654059
-1.7139089,-6.62376,-1.7638314,7.6713605,-0.663654,-0.2767644,1.2095882,-1.7983721,1.4844053,1.7437848,-2.2868452,-0.4042865,1.0792034,0.12537026,0.5712311,2.4514358,1.4761164,-2.4083745,-1.28216,-0.5417035,0.8147772,2.1190488,-3.3051467,-2.216585,1.8101672,1.6688151,-4.33679,1.0961437,0.95347494,-1.446958,-1.202317,-0.5252646,-0.6842335,0.51468945,1.1774582,1.8115253,-1.4344534,2.6221044,0.5250418,1.639716,-2.2030978,-0.96410275,-0.16921753,2.0660877,0.09534606,0.19192538,-2.0014217,0.37038088,0.105994426,0.64009,2.6903967339324844,9.460047218289372
-3.8614433,-7.2210736,-1.3818419,6.6821303,-0.8145595,-0.48665637,3.4373105,0.026471652,-0.048152614,1.1288804,-0.72046435,-0.63688433,1.1059358,-0.4210583,1.0271626,-1.055755,-2.106654,0.03484255,2.094759,1.8344353,-0.26170948,-0.47226292,3.2387094,-1.3595858,-1.5742682,2.3129895,1.2554923,-0.116233386,-0.18545216,-1.6858493,-1.2120408,1.6196129,2.043794,-0.08932994,-0.33158967,-2.3071468,-1.1029718,-0.0870316,-1.8183187,1.7245483,-0.80341804,-0.27723902,-2.387062,-1.9568832,-1.8408171,-1.6333137,-2.57849,1.094763,-3.3973746,0.5157456,1.82890013348185,9.285910545382954
-3.5452666,3.5048182,-0.10929546,0.56970584,1.7495987,4.291406,0.16520894,1.4611863,1.223479,-0.384942,0.25573352,-1.0924889,-0.9075194,-0.25165272,0.70569754,0.39356163,0.43279114,-3.1074529,2.073421,-0.7277967,-3.3538492,3.0654442,0.019656032,0.7687573,1.5369462,3.184017,0.5617837,2.1685984,-0.7698624,-3.456031,-1.3177433,1.1068558,-2.8620315,-1.0386019,-1.2335486,0.01757136,-0.0132771395,0.98272324,-3.6658523,0.25501472,2.2221568,-2.2556038,0.32532617,-0.24064316,-4.7824664,3.1880314,-1.4733511,2.6161842,0.25624064,1.280135,3.7958616829363843,-1.0498857343203807
11.9286,0.40330678,-1.9780906,0.92880094,-4.1166344,2.7186885,1.7152443,1.2602539,0.19463286,1.4006075,-3.0161536,-0.81141204,-1.9064032,1.169108,1.1970879,-2.7136273,0.43695045,1.6423706,-2.4296923,-2.1695118,-0.7341727,-0.7378241,0.611686,-0.70919734,-4.093827,4.7940392,0.6456821,0.17890464,1.4067334,0.6511532,2.827801,3.1015432,2.3316855,0.63862365,1.648901,0.62954557,-0.6691385,0.17436372,0.31322712,-1.0968095,-4.0234327,-3.549876,-2.3810117,-0.0094679,0.39344493,1.0646517,-5.0184345,1.4319229,-0.053803258,2.8862379,-6.653368295124301,4.847028930818593
-6.074868,-0.6865964,0.71811986,-3.467717,0.47421107,-1.6794126,0.0876137,0.9098965,0.21323968,1.1667969,0.06787485,-1.7070197,-0.22152485,0.08012467,0.68423784,-1.2233589,-0.35892332,-1.664578,-1.6126215,0.6800548,0.39224184,0.51010007,-0.921868,-0.46033254,-2.1240282,-1.9205452,-1.3432047,0.37022206,-0.23416552,-0.52289665,1.5153995,-0.20084667,-0.25235152,1.1512961,-0.69822073,0.8590972,-0.60039353,0.34062874,0.19386087,-0.5635436,2.1478899,1.218117,-1.1072892,0.44514686,-1.4066192,2.4946241,-0.2284221,0.19161086,0.035806134,-0.37441286,5.267330222871418,3.338174688208078
-3.9508452,6.874057,-0.064924285,3.1065588,1.2113748,2.535274,-2.7585344,3.4780042,5.0045395,2.5106409,1.9751028,-0.34523487,0.014725,-3.6851602,-0.9070242,2.1731732,-0.43054554,-2.837933,-2.0067086,-2.4675446,-1.0642923,0.82561827,1.0554413,1.1586229,3.2511072,-0.04833664,-0.4387799,-2.1113818,-0.31890735,0.861702,0.7870928,-0.03230369,-4.010596,-2.4801338,0.8989599,3.8708482,-0.14460427,-2.5283926,0.66711295,0.5514015,0.26003993,1.1432709,0.69172174,0.7843113,0.45193687,-0.22604273,0.8717951,1.4561429,0.6207919,-0.69525826,2.775661656768595,-2.9867183800307924
5.4590864,1.1186728,0.04590398,3.6324003,11.102234,-2.0687642,-2.0333555,-1.72492,-3.2831442,0.51618546,-2.517521,1.3777584,-1.4437822,-0.6255558,-2.4378414,-1.8873861,-0.29994294,1.4364139,1.5988533,-1.8086066,3.5888577,-3.26992,2.2506535,0.6947384,1.467991,-1.128285,0.6733512,-0.07671043,0.45177102,-1.2772627,0.024786338,2.5647016,-1.4798088,-1.0098798,-2.6923783,0.066673905,1.6011008,2.3690999,-1.8207088,-0.9277291,-2.9272923,1.3913807,-0.9177275,0.7272465,-0.9953464,2.7391064,-3.134672,-3.611012,2.2709312,-3.3038604,-5.992705049180723,1.4969276315941409
-2.0065918,-6.690994,-1.5425673,5.970655,0.3184482,-0.5737695,1.0881139,0.74693704,0.04553688,0.7154536,-0.65184605,0.7016927,2.8405244,0.18195614,0.11104095,-0.7355246,-0.94266903,-0.25683424,0.6570143,1.74259,2.015369,-2.8732805,-1.9683886,-0.57891595,0.123287834,-0.7651411,1.1657159,1.739337,-0.82540685,-2.1545136,0.455379,-2.51542,2.2676733,1.895107,-0.10238518,0.41196513,-2.298939,-0.3804514,0.20131028,1.0549239,-0.36180082,-0.120790936,-0.38305536,-0.14450237,-0.563872,-3.2118063,2.228889,0.79682434,2.690325,-3.2918453,2.3825042482939582,9.874713171748281
-2.7879195,3.8997705,-0.24532397,-0.5766871,-0.9924321,1.9544764,0.8697292,2.1962223,-0.25760338,1.1252755,-0.17151085,-1.0576998,0.57400227,0.19980468,-2.0597258,0.089676455,2.9468033,1.9895822,1.928388,-0.8968504,1.5443783,-0.1610198,-2.2277,0.87369233,1.8171642,-0.6932084,1.9332736,3.1755574,-1.1265482,1.1054772,0.15635756,3.9008179,-4.21207,-0.290027,-0.17304891,1.3489044,1.3672485,1.3982248,0.62937295,-0.77419806,-1.0496356,0.71793896,-0.584218,0.4931289,-0.89958644,1.1706867,-0.78673047,2.6967995,-0.33366245,-1.7401495,2.098050525561958,-1.4290165414028033
-5.0591373,-1.601525,0.41562167,-3.4681041,-0.3660428,-1.7649184,0.08431372,-0.6733237,-0.16633192,1.0153918,-2.1865158,-0.77468556,-0.43019637,-0.36536977,-0.28348136,-1.5296856,-2.886891,-1.6215802,1.9665991,0.8557724,-0.67823297,-1.323431,-0.82599825,0.4352591,-0.041206583,0.74347705,0.99802506,-0.41885012,-0.30515924,0.5427135,0.24409378,1.4137062,-0.4929616,1.5852981,1.4103494,0.5828977,-0.20498757,-1.6356878,1.1009272,-1.2013328,-0.6878315,0.17010662,-0.8329721,0.8758476,1.7666687,0.66510385,0.9690962,-0.6000776,-0.922133,1.4570787,4.501447876228435,2.05882095108185
1.227263,-6.1352015,-1.5313731,3.089484,-0.5395727,-0.5434662,-2.193962,0.959614,-0.03170632,2.0982134,-0.09787224,1.5712299,0.0367251,0.61766344,0.8560722,-1.0496815,0.02311828,0.42915928,2.2972813,0.37638962,0.101885706,-0.90486217,3.4804318,1.424197,1.136332,-3.0976,-1.7277694,3.100944,-1.3757238,-1.2738175,-0.6134719,-2.227691,-0.17202422,-1.2153604,-0.97447455,-0.61088735,1.370701,-0.034410365,-0.6194954,1.058557,-0.50816584,-1.5762436,-1.7410102,-0.27527723,-1.1601719,-0.32169616,2.6981707,1.6166219,3.7128055,5.7238307,0.7875293295892047,9.45232959178447
10.263974,-0.07934447,-1.411593,-3.232102,-2.5152705,0.5034902,2.9704683,-0.4633722,1.6148322,-1.9353724,-2.0350065,3.994572,-1.931796,-0.41112536,-1.7660896,1.1622105,-1.3350594,2.235222,-0.9871013,0.038607575,-1.7827934,2.691304,-1.7094647,1.135575,-1.4860163,1.6266711,-0.22969359,-0.22406387,1.0137529,0.9970216,2.374206,0.46981922,-0.4780497,-1.2831179,-1.2937403,-0.3852947,-1.6992325,0.22656916,-0.5482571,-0.8629531,-1.7753134,0.9108605,2.9406414,0.88192403,-0.09400475,0.14549315,-0.8677589,2.066237,0.39880407,-0.6902181,-6.596863132794396,5.070124317137146
-3.3372164,-0.48985052,0.35678405,-2.5326445,0.6417381,0.6053549,-0.5938513,-2.362842,-2.898945,0.46507186,-1.208866,2.499227,0.1415609,-1.2162123,1.242718,1.8609576,2.3714018,-0.67661214,0.09316923,-1.426576,0.7598212,0.5223593,1.084595,-1.7789947,0.34045446,1.9787244,1.4790136,0.6306621,-0.07937983,-0.94284207,0.26257446,-0.1296378,-1.3014896,1.5647117,0.24162877,1.2173625,-0.031034382,0.5390237,1.0358843,-1.3998649,-0.99682766,-0.46333554,-1.3648323,-0.1495176,2.9380577,-0.63517904,0.84288836,1.7904384,2.5817206,-1.0254929,3.4235052094128546,0.3988990329940311
-2.0942156,-7.1273923,-1.6426259,7.255608,-1.3662004,1.1677265,2.4900064,-2.598809,-0.44147435,-1.0046198,2.7454066,2.9927638,0.06908308,2.557517,3.8940222,-0.44824964,-2.8780994,0.124210775,1.8850229,2.875999,-2.3778958,-0.2530331,-0.44121224,2.5500882,2.630221,1.6903456,-0.52858543,-0.39885178,2.8395383,1.4932444,5.3755913,0.050132304,-2.8839698,2.4450927,-2.8861442,1.6410738,-0.30160198,2.2578163,1.3978297,-1.2148309,-0.024805665,-0.07156645,-3.167088,-0.6036684,0.09157233,-1.1782812,-1.789286,2.3152583,-1.9377242,-2.602296,1.6669150910464396,9.989726945417823
1.4702992,-0.9859352,-0.916668,-1.6246102,0.41768685,-1.4370482,0.29827923,1.3838108,-0.7826345,-1.0923052,0.4397499,1.2209519,1.2640157,0.023280144,-0.85737014,0.5285938,3.3296928,2.6407685,0.7991319,-1.2606564,-1.5239714,0.49597162,-0.8081178,0.89272046,-2.3518124,1.5670451,-1.5853903,-3.49672,2.2214663,-1.9622144,-2.057713,2.0385354,0.30693358,0.7276609,-2.3950965,2.7214012,-0.04433972,1.199847,-2.2404366,3.0067265,-0.7983177,-2.3463485,-3.0379992,-2.9577065,-1.7849547,-1.7851259,2.6985865,-3.171878,1.4347526,0.3298623,1.2832162585596285,2.3610307633558887
-2.4828427,-1.6805043,-0.5272736,-2.526877,0.29670686,-1.5751171,0.2933318,-1.4459739,-0.7861077,-0.29718205,-0.7884111,-0.28286803,0.8902347,-1.8349562,-0.80470663,1.7605289,-0.47315237,1.2954043,-2.2952445,3.550928,-2.0399013,0.012094855,-0.40148783,1.1384332,1.6468688,-1.0159438,-2.0071507,0.09301272,0.45067075,1.6714348,0.36395505,-1.37858,-2.4239326,-1.093641,0.0718209,0.36714113,1.4883904,-0.013479844,1.1587131,0.27471745,-0.28032765,-0.9586272,2.1005569,0.6588159,-1.6854117,-0.05665791,0.025346115,0.21067381,0.049301773,-1.3634516,3.2679677639580267,2.8176970207482466
-6.0435624,-1.9911786,0.55548453,-3.3764331,-1.0478876,-2.0355892,0.0927708,-0.64415014,-0.58410054,-0.18500535,-0.7317524,0.71113014,-1.9572866,-0.12538606,-0.76004004,-1.3483741,-0.8147771,2.9497304,1.3460255,-0.37996617,-2.3040042,1.3131007,-0.3200794,0.8920755,0.5832097,1.9407158,-0.5618294,0.641027,0.3424404,-0.560305,-0.6693421,-0.26223943,0.48787647,-1.491193,-0.9262794,-1.4093562,-0.7128606,-1.2178584,0.75760543,-0.9929101,0.90817404,-0.16445473,-0.897944,0.540806,-2.089201,-0.48135132,0.44829965,1.5486417,-2.3889573,-1.2977192,4.463896576267229,3.5260215762889846
9.54577,1.1097659,-0.9013574,1.0658941,-0.8435898,1.5899292,2.5510373,-0.1248805,-0.38096243,0.31805128,-1.3844986,-0.7338536,1.8483951,0.6186743,0.29961598,3.1447642,-1.0172219,0.0042429417,1.2986629,-1.8212955,-0.82421273,-0.2801782,1.1710616,2.2664564,-1.0902485,0.617829,-0.60817003,0.3692183,1.6746063,0.3873645,-0.27494964,0.7515922,0.9511456,1.3318312,-1.8103313,-0.59520257,1.3628833,1.2182297,2.3194761,1.688504,-0.65367854,-0.13984808,2.3428352,1.3676578,0.4832949,0.6212702,0.8896599,1.0980883,1.1091783,0.36983165,-7.3378092882679855,4.2795612334202255
9.307879,0.2948969,0.084797755,-3.054666,-1.863905,-0.08850983,0.8437061,1.754537,1.369518,1.711045,-1.2728846,-0.82764626,-2.3575156,2.9693925,-0.1910254,0.071457654,1.3283626,-0.49975613,1.9622684,1.3476017,0.40208888,-0.5385347,-0.2170071,0.69668496,-2.280068,-0.058300618,1.848366,-2.0613425,-2.1759663,-0.46549597,1.5623332,-2.821476,-0.31252053,-0.47788212,2.161017,-0.4120912,-0.4895907,1.9637274,1.3565774,1.8129891,-1.379346,-0.87010896,-1.4519675,-0.679348,3.1396294,-0.78928167,-4.152244,-0.104546696,-0.097602144,1.9857779,-6.698792021196853,4.105774814334028
9.072912,-0.25650322,-1.6188118,-2.9754682,-1.5244787,-0.1564719,0.9761553,-0.8047029,1.5341083,0.18078822,1.0050097,0.7698697,3.000088,2.1349,-1.7113949,-1.0082415,0.18058401,-1.206035,0.25198844,0.4073975,0.72301465,-0.21236806,-2.3437958,2.6441994,-1.0465441,-0.84161174,-2.1495845,2.5453215,0.14737485,3.6859336,0.789984,-2.1911585,1.3067006,-0.9665615,-2.8804266,-0.3388049,3.2249277,-3.5425508,1.4013358,-0.6473818,0.09290282,1.2067081,-1.4873003,-0.90745586,-5.015339,-0.9726142,-0.554168,-0.15162286,-0.10467883,-0.9341503,-6.9079095766733065,4.393137079725013
9.499861,0.8384374,-0.25767532,-3.0038383,-1.5958364,-0.99083436,-1.5343735,-0.58393604,0.06340957,-2.6069386,0.709165,-0.27549863,1.2466115,1.6984675,1.3737682,0.15365025,-0.068173215,-0.096406825,0.48316336,-0.4457511,-1.2086614,-0.39163047,0.04645942,1.5069559,-0.5658432,-1.4654535,-0.0730687,0.79635084,0.44945282,-1.0251982,0.3315305,-1.1464235,-1.717987,0.22506219,-0.6281499,0.16236015,1.6289377,0.26129904,1.3756013,-0.0565257,-0.25016412,1.8539673,-0.02987945,-1.4324671,-2.5547514,1.6801445,0.8835824,-1.4554069,-0.5337856,0.55912787,-6.9341119294091955,4.775558950523094
-2.184197,-0.7388618,-0.6462779,-1.607795,0.40394658,-0.08620903,0.5136551,-0.012486845,0.6350776,-1.1657486,-1.8439531,0.71847415,-1.3131096,-0.1545801,0.74272114,-0.36707434,-0.33942607,-1.0076232,-1.0627509,-0.25952822,-1.898802,1.612764,0.96741456,1.2818776,-0.4832196,-0.81108165,-0.81073564,1.546832,-0.08485367,0.37149954,2.369573,0.06836519,-0.74624854,2.1623576,-1.8621715,0.5264708,1.624807,-0.35655004,-0.4356068,-1.3184805,-2.1165366,1.8953273,-1.1132718,2.141673,-0.9267873,-0.5722681,-0.290926,-0.90388703,-1.1935717,0.014865875,3.2008014360258805,0.7815344487422548
-0.9283117,-7.957381,-1.5152552,6.286082,-0.24981964,0.1556685,0.08688323,-0.508146,0.050861865,0.29855818,-1.7969328,1.5757653,2.0802808,-0.38949484,-1.339004,1.549995,-0.31075433,0.76210916,-2.4736052,-1.0645373,2.259326,0.37855163,3.6874626,-1.4444962,0.70111376,1.1980298,-1.7917651,-1.5372097,0.56752723,0.5141852,2.7421227,-0.46201995,-0.6625987,-0.6796815,1.7712038,-0.37199497,1.1627088,0.15471372,1.7903917,0.046545014,-0.82444257,0.11978778,-0.3641689,-1.7976747,0.24760844,0.8612132,0.83572155,-1.4098119,0.15791517,-0.49758935,1.3433775019387182,10.003867860954601
2.511858,-1.3757031,-0.43939102,-2.818233,-0.22858973,-1.6248282,-4.4329114,-0.25662524,-0.41508228,-0.14836025,0.59303087,0.46293688,1.3181905,-0.48382792,0.5884251,0.3628562,0.9113395,1.2061801,1.195367,0.24999517,0.9131659,0.2306763,-0.81164086,-0.31579587,-1.2155678,1.3637074,1.6381038,-1.0687038,0.4279266,-0.91745937,-0.059304405,1.3795394,0.6536856,0.18972223,-0.49775395,0.58916265,1.3268496,0.32972062,-0.34745973,0.980544,0.031340167,-0.17306936,1.4197164,-0.6810988,-1.309377,-1.5122156,0.38233,-0.3286634,0.5426143,0.17443697,1.0786585326097773,2.793549489213266
11.347796,0.14510691,-2.1621263,-2.8712797,-2.733669,0.45449382,1.0765098,-1.8702996,4.0286574,-1.2862873,0.31798512,-2.044087,2.1305494,-1.0327259,0.894717,1.4202136,-2.0029712,3.3142996,1.904574,-0.8645958,1.411848,-0.52999675,-0.10169974,-1.8585991,1.2488626,2.949333,-0.6388795,-0.0124942735,0.8406985,-2.8994358,-0.32138819,1.3812107,1.8048913,-1.7412328,0.48257557,-0.8229818,2.2114701,-0.86964107,0.029136844,2.7489045,-0.10408158,-1.5605024,-3.7034388,0.31231666,-0.59575486,-0.24047953,0.9160867,-1.1698655,-0.37007284,-1.5673721,-6.002975060611216,5.545966601871291
12.515496,2.8426023,-1.2634213,0.3851561,-2.900916,2.0074093,2.6193335,1.9338588,1.1395031,2.7532957,1.7713388,0.3241902,-2.8729877,2.4412477,-3.040477,2.0049615,-1.7404968,1.0921144,-3.8720105,0.24794409,2.1482215,0.28872973,-2.0639935,2.9877694,-0.13217902,-2.8560128,-3.6194537,-0.014617041,0.8830904,1.0836704,1.6464729,1.6136637,0.21217872,-2.9218764,-2.9540694,-0.67941475,-1.0089583,-1.5049806,-1.7124369,1.8996118,-0.31293833,4.6159124,3.72362,-2.6704526,-0.50005555,-1.3321532,1.2299149,1.490697,0.17042437,-1.5987238,-8.513147106491807,4.460981150115154
9.20872,0.38626236,-0.100971505,2.4256654,-0.8623346,0.5119766,1.7581325,1.8395269,-2.2167652,0.49174476,2.1769505,-0.9094244,2.0340483,-2.3276184,0.7306557,-1.110626,0.90568614,0.23650828,1.322829,-0.23051815,1.2060016,-3.2373178,0.60450834,-0.35109314,0.27097824,-1.6499361,-2.0500116,-2.5134928,3.0826128,-0.62202436,-4.168109,-0.583943,0.3027276,-1.8627181,0.6608062,1.3510622,0.106434494,0.21150428,1.5192505,-1.7085539,0.983835,0.6516513,0.9286016,-1.2212241,2.3674822,1.0554973,0.70429164,1.4563618,-2.9327102,-0.4985371,-7.430743606630983,3.3930306015925997
-5.2417364,3.1248784,0.447203,0.6480655,-0.28681847,2.819254,0.49133834,-1.7997899,-2.901184,1.8192732,0.5463892,1.218257,0.3481605,-1.2474642,-2.0969415,1.8744712,-1.3471068,-1.7259136,2.9510913,1.1228199,1.1676158,-1.3528851,-0.6669754,-3.4290488,1.1840508,-3.1438794,-0.29820615,0.1383361,2.1659582,0.3465765,0.6888864,-2.448071,-2.9688463,2.7768908,-0.06929973,-3.575663,2.5643392,1.1490467,-4.1479883,2.430604,1.7971256,-0.82757527,-1.0170035,0.8046717,2.3498209,-0.23365888,-2.8733451,1.6602396,0.6735164,-0.7930503,3.494889565607451,-0.5661311053334733
-1.9804105,-0.16403978,-0.16390175,-1.8837504,1.9727559,2.3759384,1.1402078,-0.4652087,-0.29431316,1.3560795,-0.67580163,1.4354559,1.6639396,-0.20870945,0.24533567,4.039352,-1.7861099,2.169839,-2.828596,-0.05660647,1.9665155,2.3144286,1.776364,-0.9455561,0.049781512,1.7786076,-0.49423125,-0.23951277,1.8065096,0.16154602,0.9594644,-0.24259563,2.0959656,-1.9071032,-1.041016,-0.60836977,-1.918608,-2.6483233,0.31631964,1.4765292,1.6208469,-0.6493089,1.4537889,-0.12145582,1.263024,0.41383517,-1.1881979,-0.048982184,0.08839466,-0.8748802,4.733867792993729,0.737717208860767
-4.394559,-1.4420742,-0.27286863,-2.8444533,1.0774648,-0.1292635,1.6436827,-0.12371822,0.6126995,1.3244002,-0.9180425,0.22254133,-0.8100537,-2.6783795,0.56274974,0.6747262,-2.2022223,-0.727435,-1.2878102,-1.7594371,1.0815994,-1.1609151,-0.8590671,3.1289897,0.3361125,-0.33076212,1.0348657,1.2367061,-1.3703895,-1.9613686,1.7192338,-1.7933829,-0.7964859,-0.72096443,2.4158845,1.4473456,1.6088171,3.4797835,1.1259028,-1.0123148,-2.2514653,-0.29062873,-0.43968087,-1.7467194,0.26168185,-2.0795681,1.5304769,-0.56631064,-0.4115344,1.0809412,3.8671365208829616,1.6779670674460463
6.2163334,0.49153155,-1.178531,2.2202506,4.3523006,-0.4545864,-4.1344423,-0.6694216,-2.733879,3.2613716,-1.1183753,-0.6800885,-0.926167,-0.18660946,1.1718726,-0.9782777,2.3958654,-2.2206128,-0.5020473,-2.7410965,1.0206254,-0.46794373,0.81985503,-1.3781116,2.4538076,2.7886198,1.7924644,-1.5676109,1.8856539,-1.587048,0.38818675,-1.094127,-3.003557,-3.894063,-3.4118876,0.42505643,1.0414938,-0.04573435,-0.03844641,-0.36813328,-1.733309,0.74932164,1.8038337,1.568285,-2.3157737,0.5774698,-1.5499353,1.6350812,1.0519727,-0.44902572,-5.5442675214871695,2.0589757054600337
-2.4894567,-0.84914315,1.0138024,-2.57123,-0.28136542,1.1965772,0.24857232,-0.98486644,-0.6786738,0.98766714,0.9528794,1.0037364,0.96386456,-1.7321454,-0.5228507,0.024992421,-0.74201584,0.7705586,-0.7677822,0.89797723,0.13215518,-0.97712636,-0.8178603,0.008013548,-2.131625,-0.9711363,1.8541294,-2.494613,-1.1812042,-0.16503409,-0.94478804,-1.4414182,-0.14315554,-0.16816817,-1.4836057,0.04772899,1.7362047,0.6103349,1.5359774,0.25438923,-1.3031205,-2.336644,1.9847049,0.8623985,0.85254407,0.48658904,-1.4044831,0.19903728,0.59565294,-0.71157837,2.9804596887066235,1.1379146597274716
-3.3871946,-1.4332058,0.17605415,-3.1718476,0.04398205,-0.10855842,-0.42166167,-1.6557703,-1.6011447,0.017289594,-0.95615315,-0.15177104,0.43377092,2.1777344,-0.3865853,0.37454715,0.9444976,0.9093739,1.2286776,0.17530122,0.098497234,0.050358318,-3.544496,-0.72032434,0.87825614,3.6344452,-0.24354333,0.5229441,-1.557616,-1.9514332,-0.07606307,-0.9542691,0.034669712,2.135756,0.30989993,1.0483336,-3.7984846,0.67153543,-1.0860128,-2.2923155,1.38504,-1.0055791,-0.1429186,0.2939976,1.0072234,3.0116503,1.1103511,-0.49498752,-2.5895848,1.8972479,4.51370294611472,2.8026448738423286
9.482056,-1.0116113,-1.1794968,-1.58372,2.4122822,-2.5453782,-1.4202523,2.2221513,-0.6833875,0.59372085,0.076437876,-0.62272954,0.72355527,0.8469893,-1.8445402,2.9290285,0.054787073,1.0187384,-1.8372859,-0.5634096,-0.37022683,-1.4320205,1.0539166,0.40341446,3.412591,-1.6241665,-1.7747545,-1.5066996,-0.827772,4.7106276,-0.9213746,0.5181945,1.254494,1.0618286,-0.2548967,-1.3737671,2.9458768,2.005108,2.249155,-0.44561413,1.3134956,-0.63960356,0.80998504,-1.7478851,2.4366288,1.0302866,0.64852375,-0.69159913,2.0192146,-0.35930926,-7.115177532317862,3.0480292499107455
-1.08329,0.7335293,-0.18073206,-2.4852157,-1.2082793,-0.87939996,-4.957318,-0.9764119,-0.875878,2.5463402,0.26180488,-1.5524688,-0.09253313,-0.39207348,-1.1637969,0.7929388,0.84936017,0.60648274,-2.3567576,1.87161,-0.46062383,0.12987909,0.87592703,0.37939087,1.0108385,-1.2861694,-1.5622262,1.9552772,-1.8259928,2.3007965,3.3154202,-0.45673513,0.9916736,1.9257393,-2.0014765,0.36665004,1.217588,0.37536883,-0.051780075,0.23633334,2.7416966,-0.5746908,-0.5223457,0.40227568,0.60924464,2.2334723,3.5284128,-0.29688454,-0.5773141,1.3991622,1.8285494335235484,3.354313318205715
-2.5160522,2.7251832,1.218799,0.7010146,-0.59194565,1.2006328,-0.7915468,-2.5716481,-0.81528777,0.674037,2.1689038,-0.9016422,-1.4181138,-0.032366395,0.22730836,-0.8774076,1.5789467,-0.87133676,-0.39269838,2.961225,0.23131534,-2.9614792,1.4340634,-0.6507194,0.99827266,4.1345105,0.85956746,1.0217514,2.0744216,2.9724724,-0.6316248,1.0887578,-0.33291703,0.5767597,0.43111268,-0.9132068,-1.5923426,0.8912006,-1.9694425,0.44982493,-1.7035823,1.0523065,0.269028,0.3038466,-0.38726354,0.28857976,0.03358431,-1.762892,1.6235061,2.8073308,3.7959728931232646,-1.8875107066708499
-6.3505673,13.7007265,-0.49676976,6.389775,-2.729966,-6.2154803,5.2298603,0.46606538,-3.4845943,0.8997477,-1.2044437,4.0715294,0.27338225,-3.20216,-0.8033489,2.9484062,1.3279068,3.6406405,-2.2860878,-2.2404835,1.67989,0.75890183,0.105282426,-0.7814743,1.6278225,-3.244237,-0.6392149,1.4701505,0.19895333,2.4275615,2.8233628,-2.4936857,-0.68069357,2.8897922,-0.34341902,-0.5451912,-2.3273518,-2.5252826,3.6795185,-2.3837488,-1.8953125,-3.6335688,-0.4985129,1.8919382,4.1544394,-3.491776,-0.8092848,1.0220778,-0.67612636,2.1860898,2.7766890925731578,-5.057636459554673
-4.7794485,1.136139,-0.51846755,-2.0389621,-0.11944322,0.78679943,-2.0357513,-0.6969952,0.073052324,-0.32386264,0.9279611,-0.13872358,-1.935147,0.33598393,-2.6006331,1.9774663,-1.0837677,-0.7244431,1.4725232,0.5607324,1.4273238,-2.2412457,0.06927699,0.28097177,-0.15358716,-0.41332826,-2.329458,-0.03151411,-1.7689083,1.7619728,-2.7739155,0.020291597,0.7908323,0.6792325,-1.7013375,-1.620939,0.64489245,-0.7128827,0.54875493,2.470829,-1.0912077,0.1211696,0.12515783,0.48050418,-0.49894562,-0.2168861,-0.34375337,1.3791412,-3.3782544,-1.4831854,2.907882549008233,-0.5431486029070356
-2.465983,-1.884398,0.2758803,-2.8749104,0.050609224,-1.4104544,1.2499032,-1.3330908,-0.29428673,-1.3471669,0.36492273,-0.19668135,0.7541392,-1.3055197,1.7200377,1.2532849,-0.6656402,2.4589312,0.7628626,-1.1330914,-0.03814605,0.9426286,-0.24670203,0.09252766,1.6484497,-0.6916688,0.1005299,0.18260641,-0.8812806,1.5368441,-1.4133455,0.25130388,-0.5043379,-0.39305556,-0.86327624,-1.8759345,-1.50012,0.10737379,-0.09688198,0.8051015,-0.5139365,0.54170245,1.857124,0.3323093,-1.3074006,0.039795004,-0.12178391,-0.31693918,-0.15108135,0.019284634,4.2911826267143685,1.7559939342326818
